rule_name;rule_type;surface;breakability_u200b;score;description;expression;defined_in;defined_at_line
MIME_BAD_ISO_CHARSET;body;body;unlikely;0 # n=0 n=1 n=2 n=3;MIME character set is an unknown ISO charset;eval:check_for_mime('mime_bad_iso_charset');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;151
MIME_BASE64_TEXT;rawbody;body;unlikely;0.001 0.001 0.001 1.741;Message text disguised using base64 encoding;eval:check_for_mime('mime_base64_encoded_text');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;132
MIME_BOUND_DD_DIGITS;header;other;unknown;3.016 0.349 2.417 1.373;Spam tool pattern in MIME boundary;"Content-Type =~ /boundary=\""--\d+\""/";/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;360
MIME_BOUND_DIGITS_15;header;other;unknown;0.1;Spam tool pattern in MIME boundary;"Content-Type =~ /boundary=\""\d{15,}\""/";/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;362
MIME_BOUND_EQ_REL;header;other;unknown;0 # n=0 n=1 n=2 n=3;;"Content-Type =~ /boundary=""=====================_\d+==\.REL""/s";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2867
MIME_BOUND_MANY_HEX;header;other;unknown;0 # n=0 n=1 n=2 n=3;Spam tool pattern in MIME boundary;"Content-Type =~ /boundary=""[\da-f]{8}(?:-[\da-f]{4}){3}-[\da-f]{12}""/";/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;364
MIME_HTML_MOSTLY;body;body;unlikely;0.1;Multipart message mostly text/html MIME;eval:check_mime_multipart_ratio('0.00','0.01');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;139
MIME_HTML_ONLY;body;body;unlikely;0.1;Message only has text/html MIME parts;eval:check_for_mime_html_only();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;143
MIME_QP_LONG_LINE;rawbody;body;unlikely;0.001;Quoted-printable line longer than 76 chars;eval:check_for_mime('mime_qp_long_line');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;146
MIME_SUSPECT_NAME;body;body;likely;0.1;MIME filename does not match content;eval:check_suspect_name();/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_antivirus.cf;33
MISSING_HB_SEP;header;other;likely;0 # n=0 n=1 n=2;Missing blank line between message header and body;eval:check_msg_parse_flags('missing_head_body_separator');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;581
MISSING_HEADERS;header;other;unknown;0.915 1.207 1.204 1.021;Missing To: header;eval:check_for_missing_to_header();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;516
MISSING_MIME_HB_SEP;body;body;unlikely;0.001 0.001 0.001 0.001;Missing blank line between MIME header and body;eval:check_msg_parse_flags('missing_mime_head_body_separator');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;136
MONEY_BACK;body;body;likely;2.910 2.486 0.601 1.232;Money back guarantee;/money back guarantee/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;103
MORE_SEX;body;body;likely;2.799 2.765 2.568 1.413;Talks about a bigger drive for sex;/increased?.{0,9}(?:sex|stamina)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;161
MPART_ALT_DIFF;body;body;likely;2.246 0.724 0.595 0.790;HTML and text parts are different;eval:multipart_alternative_difference('99', '100');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;87
MPART_ALT_DIFF_COUNT;body;body;likely;2.799 1.483 1.199 1.112;HTML and text parts are different;eval:multipart_alternative_difference_count('3', '1');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;90
MSGID_MULTIPLE_AT;header;other;unknown;;Message-ID contains multiple '@' characters;MESSAGEID =~ /<[^>]*\@[^>]*\@/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3059
MSGID_OUTLOOK_INVALID;header;other;unknown;3.899;Message-Id is fake (in Outlook Express format);eval:check_outlook_message_id();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;564
MSGID_SHORT;header;other;unknown;0.001 0.337 0.001 0.001;Message-ID is unusually short;MESSAGEID =~ /^.{1,15}$|<.{0,4}\@/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;137
MSGID_SPAM_CAPS;header;other;unlikely;2.366 1.997 3.099 3.099;Spam tool Message-Id: (caps variant);Message-ID =~ /^\s*<?[A-Z]+\@(?!(?:mailcity|whowhere)\.com)/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;72
MSGID_SPAM_LETTERS;header;other;unlikely;0 # n=0 n=1 n=2 n=3;Spam tool Message-Id: (letters variant);Message-Id =~ /<[a-z]{5,}\@(?:\S+\.)+\S+>/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;75
MSGID_YAHOO_CAPS;header;other;unlikely;0.797 1.413 2.278 1.411;Message-ID has ALLCAPS@yahoo.com;Message-ID =~ /<[A-Z]+\@yahoo.com>/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;97
MULTIPART_ALT_NON_TEXT;body;body;likely;0 # n=0 n=1 n=2 n=3;;eval:check_ma_non_text();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;111
NA_DOLLARS;body;body;likely;1.499 1.498 1.499 1.498;Talks about a million North American dollars;/\b(?:\d{1,3})?Million\b.{0,40}\b(?:Canadian Dollar?s?|US\$|U\.? ?S\.? Dollar)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3100
NONEXISTENT_CHARSET;header;other;unlikely;0 # n=0 n=1 n=2 n=3;Character set doesn't exist;Content-Type =~ /charset=.?DEFAULT/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;266
NORMAL_HTTP_TO_IP;uri;body;likely;0.159 0.001 0.795 0.001;URI host has a public dotted-decimal IPv4 address;m{^https?://(?!1(?:0|27|69\.254|72\.(?:1[6-9]|2\d|3[01])|92\.168)\.)\d+\.\d+\.\d+\.\d+\b(?![.-])}i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_uri_tests.cf;121
NOT_ADVISOR;body;body;likely;0 # n=0 n=1 n=2 n=3;Not registered investment advisor;/not a registered investment advisor/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;67
NOT_SPAM;body;body;likely;;I'm not spam! Really! I'm not, I'm not, I'm not!;/\b(?:(?:this (?:e?-?mail|message)|we) (?:is not|are not|cannot be considered) Spam|ESTE CORREO NO PUEDE SER CONSIDERADO (?:INTRUSIVO|spam)|Diese Nachricht ist KEIN SPAM)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3136
NO_DNS_FOR_FROM;header;other;unknown;0 0.379 0 0.001 # n=0 n=2;Envelope sender has no MX or A DNS records;eval:check_dns_sender();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_net_tests.cf;43
NO_MEDICAL;body;body;likely;2.199 1.254 2.199 1.773 # n=0;No Medical Exams;/\bno medical exam/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;121
NO_PRESCRIPTION;body;body;likely;1.915 1.102 2.280 2.399;No prescription needed;/N[o0].{1,10}P(?:er|re)scr[i1]pt[i1][o0]n.{1,10}(?:n[e3][e3]d[e3]d|requ[1i]re|n[e3]c[e3]ssary)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;82
NO_RDNS_DOTCOM_HELO;header;other;unknown;3.100 0.433 3.099 0.823;Host HELO'd as a big ISP, but had no rDNS;eval:check_for_no_rdns_dotcom_helo();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;608
NO_RELAYS;header;other;unknown;-0.001;Informational: message was not relayed via SMTP;eval:check_no_relays();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_compensate.cf;44
NSL_RCVD_FROM_USER;header;other;unlikely;0.001 0.001 0.001 0.001;Received from User;Received =~ /from User [\[\(]/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3151
NSL_RCVD_HELO_USER;header;other;unlikely;;Received from HELO User;Received =~ /helo[= ]user\)/i;/usr/share/spamassassin/72_active.cf;2937
NULL_IN_BODY;full;body;likely;0.511 0.498 2.056 1.596 # n=2;Message has NUL (ASCII 0) byte in message;/\x00/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3157
NUMERIC_HTTP_ADDR;uri;body;likely;0.000 0.001 0.001 1.242;Uses a numeric IP address in URL;m{^https?://[\d.]+(?:[:/?\#]|$)}i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_uri_tests.cf;44
OBFU_JVSCR_ESC;rawbody;body;likely;;Injects content using obfuscated javascript;"/document\.write\(unescape\([""'](?:%[0-9a-f]{2}){10}/i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3187
OBSCURED_EMAIL;body;body;likely;0 # n=0 n=1 n=2 n=3;Message seems to contain rot13ed address;/\w+\^\S+\(\w{2,4}\b/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;151
ONE_TIME;body;body;likely;1.840 1.175 1.830 0.714 # n=0;One Time Rip Off;/\bone\W+time (?:charge|investment|offer|promotion)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;136
ONLINE_PHARMACY;body;body;likely;0.843 2.371 0.008 0.650;Online Pharmacy;/\bonline pharmacy|\b(?:drugs|medications) online/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;78
PDS_OTHER_BAD_TLD;header;other;unknown;1.999 1.997 1.999 1.997;Untrustworthy TLDs;eval:check_uri_host_listed('SUSP_URI_NTLD');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3319
PDS_PRO_TLD;header;other;unknown;;.pro TLD;eval:check_uri_host_listed('SUSP_URI_NTLD_PRO');/usr/share/spamassassin/72_active.cf;3085
PHISH_AZURE_CLOUDAPP;uri;body;likely;3.50;Link to known phishing web application;"m;^https?://(?=[^/]+\.cloudapp\.azure\.com)(?:(?:b(?:illetedecalle\.northeurope|urofaxnotificado\.eastus)|comprobante(?:digital\.southcentralus|fiscale\.eastus)|infracciondeestacionamiento(?:\.eastus|s\.ukwest)|multa(?:detrafico\.eastus|prev\.eastus|s\.(?:eastus|southcentralus))|notificadosburofax\.eastus|penadetransitomulta\.eastus))\.cloudapp\.azure\.com/;i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3344
PP_MIME_FAKE_ASCII_TEXT;body;body;likely;0.001 0.239 0.001 0.239;MIME text/plain claims to be ASCII but isn't;eval:check_for_ascii_text_illegal();/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3458
PP_TOO_MUCH_UNICODE02;body;body;likely;0.500 0.500 0.500 0.500;Is text/plain but has many unicode escapes;eval:check_abundant_unicode_ratio(0.02);/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3470
PP_TOO_MUCH_UNICODE05;body;body;likely;1.000 1.000 1.000 1.000;Is text/plain but has many unicode escapes;eval:check_abundant_unicode_ratio(0.05);/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3482
PREST_NON_ACCREDITED;body;body;likely;0 # n=0 n=1 n=2 n=3;'Prestigious Non-Accredited Universities';/prestigi?ous\b.{0,20}\bnon-accredited\b.{0,20}\buniversities/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;71
PREVENT_NONDELIVERY;header;other;unknown;0 # n=0 n=1 n=2 n=3;Message has Prevent-NonDelivery-Report header;exists:Prevent-NonDelivery-Report;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;310
PRICES_ARE_AFFORDABLE;body;body;likely;0.794 0.851 1.112 0.551;Message says that prices aren't too expensive;/\baffordable .{0,10}prices\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;184
PYZOR_CHECK;full;body;likely;0 1.985 0 1.392 # n=0 n=2;Listed in Pyzor (https://pyzor.readthedocs.io/en/latest/);eval:check_pyzor();/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_pyzor.cf;34
RATWARE_EFROM;header;other;unknown;0.1;Bulk email fingerprint (envfrom) found;eval:check_ratware_envelope_from();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;306
RATWARE_EGROUPS;header;other;unknown;1.898 1.258 1.406 1.621;Bulk email fingerprint (eGroups) found;X-Mailer =~ /eGroups Message Poster/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;29
RATWARE_HASH_DASH;rawbody;body;likely;0 # n=0 n=1 n=2 n=3;Contains a hashbuster in Send-Safe format;/[a-z\d]-[a-z\d]{16}-[a-z\d]{1,16}(?-i:l)\d/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;226
RATWARE_MOZ_MALFORMED;header;other;unknown;0 # n=0 n=1 n=2 n=3;Bulk email fingerprint (Mozilla malformed) found;User-Agent =~ /Mozilla\/5\.0\d\d/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;37
RATWARE_MPOP_WEBMAIL;header;other;unknown;1.153 1.338 1.229 1.999 # n=0;Bulk email fingerprint (mPOP Web-Mail);X-Mailer =~ /mPOP Web-Mail/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;40
RATWARE_OE_MALFORMED;header;other;unknown;0 # n=0 n=1 n=2 n=3;X-Mailer has malformed Outlook Express version;X-Mailer =~ /^Microsoft Outlook Express \d(?:\.\d+){3} \w+$/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;35
RATWARE_RCVD_AT;header;other;unlikely;0 # n=0 n=1 n=2 n=3;Bulk email fingerprint (Received @) found;Received =~ / by \S+\@\S+ with Microsoft SMTPSVC/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;282
RATWARE_RCVD_PF;header;other;unlikely;0 # n=0 n=1 n=2 n=3;Bulk email fingerprint (Received PF) found;"Received =~ / \(Postfix\) with ESMTP id [^;]+\; \S+ \d+ \S+ \d+ \d+:\d+:\d+ \S+$/s";/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;279
RAZOR2_CF_RANGE_51_100;full;body;likely;0 2.430 0 1.886 # n=0 n=2;Razor2 gives confidence level above 50%;eval:check_razor2_range('','51','100');/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_razor2.cf;61
RAZOR2_CHECK;full;body;likely;0 1.729 0 0.922 # n=0 n=2;Listed in Razor2 (http://razor.sf.net/);eval:check_razor2();/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_razor2.cf;34
RCVD_AM_PM;header;other;unlikely;0 # n=0 n=1 n=2 n=3;Received headers forged (AM/PM);"Received =~ /; [A-Z][a-z][a-z], \d{1,2} \d{4} \d{1,2}:\d\d:\d\d [AP]M [+-]\d{4}/";/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;387
RCVD_BAD_ID;header;other;unlikely;0 # n=0 n=1 n=2 n=3;Received header contains id field with bad characters;"Received =~ /\bid\s+[a-zA-Z0-9_+\/\\,-]+(?:[!""\#\$\%&'()*<=>?\@\[\]^\`{|}~]|;\S)/";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3546
RCVD_DBL_DQ;header;other;unlikely;;Malformatted message header;Received =~ /(?:\[\d+\.\d+\.\d+\.\d+\]){2}/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3552
RCVD_FAKE_HELO_DOTCOM;header;other;unlikely;2.799 2.389 2.605 1.189;Received contains a faked HELO hostname;Received =~ /^from (?:msn|yahoo|yourwebsite|lycos|excite|cs|aol|localhost|koreanmail|allexecs|mydomain|juno|eudoramail|compuserve|desertmail|excite|caramail)\.com \(/m;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;352
RCVD_FORGED_WROTE;header;other;unlikely;0 # n=0 n=1 n=2 n=3;Forged 'Received' header found ('wrote:' spam);Received =~ / by \S+ with esmtp \([^a-z ]{6,} [^a-z ]{3,}\) id/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3575
RCVD_FORGED_WROTE2;header;other;unlikely;0 # n=0 n=1 n=2 n=3;;"Received =~ /from [0-9.]+ \(HELO \S+[A-Za-z]+\) by (\S+) with esmtp \(\S+\s\S+\) id \S{6}-\S{6}-\S\S for \S+@\1;/s";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3581
RCVD_HELO_IP_MISMATCH;header;other;unknown;1.680 1.186 2.362 2.368;Received: HELO and IP do not match, but should;eval:helo_ip_mismatch();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;599
RCVD_ILLEGAL_IP;header;other;likely;1.3;Received: contains illegal IP address;X-Spam-Relays-Untrusted =~ / (?:by|ip)=(?=\d+\.\d+\.\d+\.\d+ )(?:(?:0|2(?:2[4-9]|[3-5]\d)|192\.0\.2|198\.51\.100|203\.0\.113)\.|(?:\d+\.){0,3}(?!(?:2(?:[0-4]\d|5[0-5])|[01]?\d\d?)\b))/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;444
RCVD_IN_BL_SPAMCOP_NET;header;other;unknown;0 1.246 0 1.347 # n=0 n=2;Received via a relay in bl.spamcop.net;eval:check_rbl_txt('spamcop', 'bl.spamcop.net.', '(?i:spamcop)');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dnsbl_tests.cf;101
RCVD_IN_DNSWL_BLOCKED;header;other;unknown;0 0.001 0 0.001;ADMINISTRATOR NOTICE: The query to DNSWL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists\#DnsBlocklists-dnsbl-block for more information.;eval:check_rbl_sub('dnswl-firsttrusted', '^127\.0\.\d+\.255$');/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_dnswl.cf;61
RCVD_IN_DNSWL_HI;header;other;unknown;0 -5 0 -5;Sender listed at https://www.dnswl.org/, high trust;eval:check_rbl_sub('dnswl-firsttrusted', '^127\.0\.\d+\.3$');/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_dnswl.cf;52
RCVD_IN_DNSWL_LOW;header;other;unknown;0 -0.7 0 -0.7;Sender listed at https://www.dnswl.org/, low trust;eval:check_rbl_sub('dnswl-firsttrusted', '^127\.0\.\d+\.1$');/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_dnswl.cf;42
RCVD_IN_DNSWL_MED;header;other;unknown;0 -2.3 0 -2.3;Sender listed at https://www.dnswl.org/, medium trust;eval:check_rbl_sub('dnswl-firsttrusted', '^127\.0\.\d+\.2$');/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_dnswl.cf;47
RCVD_IN_DNSWL_NONE;header;other;unknown;0 -0.0001 0 -0.0001;Sender listed at https://www.dnswl.org/, no trust;eval:check_rbl_sub('dnswl-firsttrusted', '^127\.0\.\d+\.0$');/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_dnswl.cf;37
RCVD_IN_IADB_COURT;header;other;unknown;;IADB: Court-ordered email;eval:check_rbl_sub('iadb-firsttrusted', '127.3.200.130');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3587
RCVD_IN_IADB_DK;header;other;unknown;0 -0.223 0 -0.095 # n=0 n=1 n=2;IADB: Sender publishes Domain Keys record;eval:check_rbl_sub('iadb-firsttrusted', '127.2.255.3');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3596
RCVD_IN_IADB_DMARC;header;other;unknown;0.001 0.001 0.001 0.001;IADB: Sender has DMARC record;eval:check_rbl_sub('iadb-firsttrusted', '127.2.255.5');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3605
RCVD_IN_IADB_DOPTIN;header;other;unknown;0 -4 0 -4;IADB: All mailing list mail is confirmed opt-in;eval:check_rbl_sub('iadb-firsttrusted', '127.3.100.10');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3614
RCVD_IN_IADB_DOPTIN_GT50;header;other;unknown;0 # n=0 n=1 n=2 n=3;IADB: Confirmed opt-in used more than 50% of the time;eval:check_rbl_sub('iadb-firsttrusted', '127.3.100.9');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3623
RCVD_IN_IADB_DOPTIN_LT50;header;other;unknown;0 -0.001 0 -0.001 # n=0 n=1 n=2;IADB: Confirmed opt-in used less than 50% of the time;eval:check_rbl_sub('iadb-firsttrusted', '127.3.100.8');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3632
RCVD_IN_IADB_ECARD;header;other;unknown;;IADB: ecard, e-invitation, or similar e-correspondence service;eval:check_rbl_sub('iadb-firsttrusted', '127.3.100.213');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3641
RCVD_IN_IADB_EDDB;header;other;unknown;0 # n=0 n=1 n=2 n=3;IADB: Participates in Email Deliverability Database;eval:check_rbl_sub('iadb-firsttrusted', '127.0.2.1');/usr/share/spamassassin/72_active.cf;3375
RCVD_IN_IADB_EPIA;header;other;unknown;0 # n=0 n=1 n=2 n=3;IADB: Member of Email Processing Industry Alliance;eval:check_rbl_sub('iadb-firsttrusted', '127.0.2.2');/usr/share/spamassassin/72_active.cf;3384
RCVD_IN_IADB_ESP;header;other;unknown;0.001 -0.001 0.001 -0.001;IADB: Email Service Provider (ESP);eval:check_rbl_sub('iadb-firsttrusted', '127.3.100.214');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3650
RCVD_IN_IADB_GOODMAIL;header;other;unknown;0 # n=0 n=1 n=2 n=3;IADB: Sender has been certified by GoodMail;eval:check_rbl_sub('iadb-firsttrusted', '127.2.255.103');/usr/share/spamassassin/72_active.cf;3393
RCVD_IN_IADB_LEG_BNPROFIT;header;other;unknown;;IADB: email sent on behalf of a non-profit organization;eval:check_rbl_sub('iadb-firsttrusted', '127.3.200.110');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3659
RCVD_IN_IADB_LEG_MAND;header;other;unknown;;IADB: Legally mandated email;eval:check_rbl_sub('iadb-firsttrusted', '127.3.200.120');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3668
RCVD_IN_IADB_LEG_NPROFIT;header;other;unknown;;IADB: email sent from a non-profit organization;eval:check_rbl_sub('iadb-firsttrusted', '127.3.200.100');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3677
RCVD_IN_IADB_LISTED;header;other;unknown;0 -0.380 0 -0.001 # n=0 n=2;Participates in the IADB system;eval:check_rbl_sub('iadb-firsttrusted', '^127\.0\.0\.[12]$');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3686
RCVD_IN_IADB_LOOSE;header;other;unknown;0 # n=0 n=1 n=2 n=3;IADB: Adds relationship addrs w/out opt-in;eval:check_rbl_sub('iadb-firsttrusted', '127.3.100.4');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3695
RCVD_IN_IADB_MI_CPEAR;header;other;unknown;0 # n=0 n=1 n=2 n=3;IADB: Complies with Michigan's CPEAR law;eval:check_rbl_sub('iadb-firsttrusted', '127.101.1.10');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3704
RCVD_IN_IADB_MI_CPR_30;header;other;unknown;0 # n=0 n=1 n=2 n=3;IADB: Checked lists against Michigan's CPR within 30 days;eval:check_rbl_sub('iadb-firsttrusted', '127.101.101.10');/usr/share/spamassassin/72_active.cf;3438
RCVD_IN_IADB_MI_CPR_MAT;header;other;unknown;0.001 0.001 0.001 0.001;IADB: Sends no material under Michigan's CPR;eval:check_rbl_sub('iadb-firsttrusted', '127.101.201.10');/usr/share/spamassassin/72_active.cf;3447
RCVD_IN_IADB_ML_DOPTIN;header;other;unknown;0 -6 0 -6;IADB: Mailing list email only, confirmed opt-in;eval:check_rbl_sub('iadb-firsttrusted', '127.3.100.100');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3713
RCVD_IN_IADB_NOCONTROL;header;other;unknown;0 # n=0 n=1 n=2 n=3;IADB: Has absolutely no mailing controls in place;eval:check_rbl_sub('iadb-firsttrusted', '127.3.100.0');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;3722
